VKL_NUMMER,Year,Accident_Severity,Parties_Involved,Area_Code,Latitude,Longitude
20140121345,2014,Vehicle Damage,2,WVK0224201009,51.59281511076641,4.768325784585899
20140121359,2014,Vehicle Damage,3,HTT02271880140591,51.53541726147724,4.794063721728675
20140129900,2014,Vehicle Damage,1,HTT02171980200708,51.587394419080695,4.7240984627504155
20140129908,2014,Vehicle Damage,2,HTT02172000080607,51.58667425359817,4.723407998035854
20140129910,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140129917,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140129924,2014,Vehicle Damage,1,WVK0223195007,51.568957983025626,4.765199414911673
20140133468,2014,Vehicle Damage,1,WVK0220188004,51.53762525345053,4.745365210585747
20140133469,2014,Wounded,4,WVK0224203035,51.60184282802843,4.770344276153826
20140135803,2014,Vehicle Damage,3,HTT02181950060635,51.562416376470814,4.733305830856867
20140135806,2014,Vehicle Damage,3,WVK0226203094,51.601453278107236,4.7880703025397455
20140137627,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140137629,2014,Vehicle Damage,2,WVK0227202128,51.599577529584764,4.791188751891696
20140137630,2014,Wounded,2,WVK0232206017,51.61873624417349,4.82960640105051
20140137633,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140137640,2014,Vehicle Damage,3,JTE0223195056,51.5689602071049,4.764808266921026
20140138219,2014,Vehicle Damage,1,WVK0217203092,51.60490072005838,4.718325997201343
20140139478,2014,Vehicle Damage,3,WVK0232200002,51.588679923482125,4.832201564342216
20140141286,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140141292,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140129932,2014,Vehicle Damage,1,WVK0233201010,51.592167626162656,4.835222269916002
20140133471,2014,Vehicle Damage,2,WVK0222200096,51.58849359414742,4.756084318537548
20140133477,2014,Vehicle Damage,2,HTT02171980200716,51.58109698173742,4.719899759322777
20140133486,2014,Vehicle Damage,3,HTT02211860100616,51.52639429636145,4.761251481763362
20140133489,2014,Vehicle Damage,2,WVK0221204024,51.606740855334465,4.750417897564678
20140135810,2014,Wounded,2,WVK0228197079,51.574182969687875,4.802625743888864
20140135826,2014,Vehicle Damage,2,WVK0225199151,51.585693259404735,4.77912336049318
20140137652,2014,Vehicle Damage,1,WVK0215193001,51.55721695443201,4.70280292688154
20140139502,2014,Vehicle Damage,2,WVK0218197017,51.57197283376953,4.728574242137915
20140141783,2014,Wounded,2,HTT02181950070635,51.56247132987911,4.7335734733528465
20140128140,2014,Vehicle Damage,3,WVK0222203032,51.6009355489625,4.757593938708737
20140128142,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140128143,2014,Vehicle Damage,2,WVK0228202075,51.599846636951476,4.797998752242074
20140128156,2014,Wounded,2,WVK0227199018,51.584683285777324,4.793673398289409
20140128163,2014,Wounded,3,JTE0223195056,51.5689602071049,4.764808266921026
20140131208,2014,Vehicle Damage,1,WVK0224202069,51.598166855478595,4.7694335582630325
20140131211,2014,Vehicle Damage,4,WVK0227194029,51.56235331600437,4.792118020724759
20140131212,2014,Vehicle Damage,3,WVK0220195053,51.564715453685075,4.7425835053067775
20140131226,2014,Wounded,2,JTE0226200177,51.587488398701616,4.784484802647853
20140131230,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140131234,2014,Wounded,3,JTE0223195056,51.5689602071049,4.764808266921026
20140124515,2014,Vehicle Damage,1,WVK0224200230,51.58921990773881,4.771857668754317
20140124517,2014,Vehicle Damage,2,WVK0224199108,51.585039421959685,4.76803234969576
20140124519,2014,Vehicle Damage,2,WVK0223200125,51.58919806821,4.764205940062494
20140124520,2014,Vehicle Damage,2,WVK0225201043,51.59398344394092,4.777183205641833
20140124521,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140124524,2014,Vehicle Damage,2,WVK0223199160,51.587046475269226,4.7671292486818055
20140124529,2014,Vehicle Damage,2,WVK0220198113,51.58251506152407,4.7430132529437055
20140126363,2014,Vehicle Damage,2,WVK0223200029,51.587847906499405,4.7629823948912975
20140126368,2014,Vehicle Damage,3,WVK0218197017,51.57197283376953,4.728574242137915
20140120891,2014,Vehicle Damage,2,WVK0215201052,51.59518851607333,4.703669552207005
20140120896,2014,Vehicle Damage,2,HTT02331920040552,51.554259737401175,4.841505345355438
20140120899,2014,Vehicle Damage,1,HTT02142110090576,51.613660759909216,4.714783655670309
20140126371,2014,Vehicle Damage,2,WVK0232201082,51.59237358255412,4.834195969764027
20140126374,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140126377,2014,Vehicle Damage,2,JTE0228205006,51.613090511033896,4.799946702750463
20140126381,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140126382,2014,Vehicle Damage,4,WVK0225203051,51.601535242742735,4.7767857862118905
20140129454,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140129455,2014,Vehicle Damage,1,WVK0227198005,51.5796126520935,4.791780626727228
20140129456,2014,Vehicle Damage,2,WVK0218203039,51.604949686940714,4.724773450990179
20140129458,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140129461,2014,Wounded,2,WVK0227205050,51.61079582952773,4.790586833618604
20140129462,2014,Vehicle Damage,2,WVK0226203094,51.601453278107236,4.7880703025397455
20140133018,2014,Vehicle Damage,2,HTT02171980200712,51.58400199249461,4.723327857105709
20140133021,2014,Vehicle Damage,2,WVK0224202094,51.60019508039375,4.769485137451264
20140133037,2014,Wounded,2,JTE0229201233,51.59496663956253,4.809817522008061
20140135327,2014,Vehicle Damage,1,HTT02182000120612,51.58228795090589,4.724529875224221
20140137186,2014,Vehicle Damage,2,WVK0231201059,51.593688600523016,4.821839159147819
20140139012,2014,Vehicle Damage,2,WVK0227202128,51.599577529584764,4.791188751891696
20140139014,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140139015,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140139016,2014,Vehicle Damage,2,WVK0221204024,51.606740855334465,4.750417897564678
20140139017,2014,Vehicle Damage,3,WVK0232207006,51.620905499740054,4.831587679030919
20140120915,2014,Vehicle Damage,2,WVK0228204007,51.60807946501657,4.79967103322528
20140120916,2014,Vehicle Damage,3,WVK0224198091,51.57867921800797,4.770423260630826
20140120920,2014,Vehicle Damage,3,WVK0228199073,51.586149772283854,4.796523370086589
20140120921,2014,Vehicle Damage,3,WVK0221202005,51.600120195490476,4.748510034087682
20140120923,2014,Vehicle Damage,2,WVK0228199073,51.586149772283854,4.796523370086589
20140120926,2014,Vehicle Damage,3,HTT02211860100609,51.52793520848875,4.771008842632182
20140120933,2014,Vehicle Damage,3,WVK0228196009,51.56982870884849,4.801432949593016
20140120943,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140120946,2014,Vehicle Damage,4,WVK0226203094,51.601453278107236,4.7880703025397455
20140128250,2014,Vehicle Damage,3,HTT02181970170625,51.570896288669935,4.729050606792706
20140129468,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140130728,2014,Vehicle Damage,1,WVK0227201036,51.59376318183167,4.7911462380478795
20140130732,2014,Vehicle Damage,1,WVK0227202137,51.597196890809784,4.791205232002422
20140135344,2014,Vehicle Damage,3,WVK0222200053,51.58955560253374,4.7580894325729695
20140135352,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140135355,2014,Vehicle Damage,4,WVK0221202005,51.600120195490476,4.748510034087682
20140135358,2014,Vehicle Damage,2,WVK0228203090,51.60151265867619,4.800977214498079
20140135363,2014,Vehicle Damage,2,WVK0218197017,51.57197283376953,4.728574242137915
20140137202,2014,Wounded,2,HTT02191930110669,51.532568379371945,4.742275717986227
20140137206,2014,Wounded,4,WVK0228200086,51.59152965553288,4.80263655007625
20140137209,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140137215,2014,Vehicle Damage,2,JTE0226204126,51.60862500945015,4.787365397115021
20140137216,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140139021,2014,Vehicle Damage,3,HTT02211860090594,51.53423535318613,4.790121531446174
20140139023,2014,Wounded,2,WVK0220196128,51.57023687553449,4.7430503566501345
20140139027,2014,Vehicle Damage,1,WVK0223195007,51.568957983025626,4.765199414911673
20140139032,2014,Vehicle Damage,4,WVK0223195007,51.568957983025626,4.765199414911673
20140139033,2014,Vehicle Damage,2,JTE0228205006,51.613090511033896,4.799946702750463
20140139038,2014,Vehicle Damage,2,WVK0225201050,51.59334880413585,4.778144858578515
20140139040,2014,Vehicle Damage,2,WVK0219198074,51.57963811830418,4.731191327279936
20140120953,2014,Wounded,3,JTE0223195056,51.5689602071049,4.764808266921026
20140120955,2014,Wounded,2,JTE0220199036,51.586772022871926,4.742559478790848
20140130734,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140130735,2014,Vehicle Damage,2,WVK0225201065,51.59473298197464,4.779737370835081
20140130744,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140132531,2014,Vehicle Damage,2,WVK0227198015,51.581876143865586,4.7914783047344285
20140134835,2014,Wounded,2,WVK0218203039,51.604949686940714,4.724773450990179
20140134836,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140122247,2014,Vehicle Damage,3,WVK0220198113,51.58251506152407,4.7430132529437055
20140127729,2014,Vehicle Damage,2,HTT02181950060633,51.564084836290704,4.732256377406572
20140127731,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140132546,2014,Vehicle Damage,2,WVK0221202005,51.600120195490476,4.748510034087682
20140132547,2014,Vehicle Damage,2,WVK0226204109,51.609306362823695,4.783124592308676
20140132553,2014,Vehicle Damage,2,WVK0220200048,51.59039551885449,4.740602862086698
20140132562,2014,Vehicle Damage,2,HTT02281880150586,51.53780647435108,4.800184567986654
20140134837,2014,Vehicle Damage,2,WVK0227203121,51.60300588788304,4.789858892977047
20140134852,2014,Vehicle Damage,4,HTT02172020850601,51.59210268628326,4.723868071892917
20140122252,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140122254,2014,Vehicle Damage,2,WVK0228200085,51.59102393848878,4.800000633869487
20140122260,2014,Vehicle Damage,2,HTT02142110090547,51.6375435962167,4.698037325688382
20140122269,2014,Vehicle Damage,2,HTT02311910050566,51.54818392767386,4.823754170570946
20140122283,2014,Vehicle Damage,1,WVK0219197057,51.57714993443911,4.737392018378478
20140122288,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140136711,2014,Vehicle Damage,1,WVK0215194002,51.55861935899279,4.708098098346265
20140136715,2014,Vehicle Damage,2,JTE0218198203,51.57912261255293,4.727800811304886
20140136717,2014,Vehicle Damage,1,HTT02201870160674,51.52824974367646,4.7438557870339455
20140136720,2014,Vehicle Damage,3,WVK0228203090,51.60151265867619,4.800977214498079
20140136726,2014,Vehicle Damage,2,WVK0223195007,51.568957983025626,4.765199414911673
20140136727,2014,Vehicle Damage,2,WVK0226203094,51.601453278107236,4.7880703025397455
20140136729,2014,Wounded,4,WVK0222205028,51.613298805367464,4.7540287079604235
20140122302,2014,Vehicle Damage,1,JTE0222200073,51.58895893757769,4.754957945298944
20140122305,2014,Vehicle Damage,3,HTT02351920090539,51.55703131059017,4.859460834587908
20140122313,2014,Vehicle Damage,1,WVK0218203039,51.604949686940714,4.724773450990179
20140124118,2014,Vehicle Damage,3,WVK0227196089,51.570472765040016,4.792559676698976
20140124120,2014,Vehicle Damage,1,HTT02201860100624,51.52640886067416,4.74975004757512
20140124133,2014,Vehicle Damage,3,HTT02281880150573,51.544541086141116,4.815535845253403
20140124141,2014,Vehicle Damage,1,WVK0218203088,51.60354924749433,4.7249530330583855
20140124145,2014,Wounded,3,JTE0223195056,51.5689602071049,4.764808266921026
20140125964,2014,Vehicle Damage,2,WVK0232198007,51.581997699008,4.826445509598561
20140125973,2014,Vehicle Damage,2,WVK0225201042,51.593000860864926,4.7804786850825085
20140125980,2014,Vehicle Damage,3,HTT02201860100624,51.52640886067416,4.74975004757512
20140125984,2014,Vehicle Damage,2,WVK0233201013,51.59670796772359,4.8341123285517495
20140127786,2014,Vehicle Damage,2,HTT02172040610592,51.60010923877454,4.722246160974563
20140136734,2014,Vehicle Damage,2,WVK0225203048,51.60278161690955,4.775988405518067
20140136737,2014,Vehicle Damage,2,WVK0220201012,51.59514753684603,4.738949358186469
20140138584,2014,Vehicle Damage,2,HTT02351920110541,51.55685429747595,4.856700943043021
20140138586,2014,Vehicle Damage,4,WVK0214211009,51.6221697497149,4.70888024433775
20140140348,2014,Vehicle Damage,1,WVK0225205072,51.61184429235203,4.780368656900758
20140140350,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140140351,2014,Vehicle Damage,2,WVK0224201028,51.59173449050505,4.771064219685053
20140140353,2014,Vehicle Damage,1,WVK0225201042,51.593000860864926,4.7804786850825085
20140140354,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140140358,2014,Vehicle Damage,2,HTT02181950060634,51.563246469304936,4.732764443813087
20140140360,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140140361,2014,Wounded,2,WVK0225201050,51.59334880413585,4.778144858578515
20140140367,2014,Vehicle Damage,1,WVK0218204119,51.60646054965277,4.7275371700565065
20140127219,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140127222,2014,Vehicle Damage,2,WVK0220179012,51.49844280416515,4.742530604983843
20140127224,2014,Vehicle Damage,2,HTT02141970320727,51.5752643596919,4.70741880702712
20140127226,2014,Vehicle Damage,2,WVK0232205011,51.614255233004315,4.8255190913543595
20140129061,2014,Vehicle Damage,1,WVK0222200001,51.59085916995208,4.759382791170287
20140129063,2014,Vehicle Damage,2,WVK0219194004,51.56369585300241,4.732871196793801
20140129067,2014,Vehicle Damage,1,WVK0227198069,51.57899103690188,4.7894470434550955
20140129073,2014,Vehicle Damage,4,JTE0223195056,51.5689602071049,4.764808266921026
20140129075,2014,Wounded,2,WVK0229201115,51.594527472582726,4.806228127153343
20140132088,2014,Vehicle Damage,2,JTE0228196027,51.571992162631076,4.798652182861129
20140132090,2014,Vehicle Damage,2,WVK0228203086,51.60147857368821,4.801210521342913
20140132094,2014,Wounded,3,WVK0218206080,51.61645763631731,4.729804409870038
20140132667,2014,Vehicle Damage,2,HTT02191930120658,51.5423189551616,4.7400694868676885
20140138599,2014,Vehicle Damage,2,HTT02151970080726,51.57560603801356,4.708719291167413
20140138600,2014,Vehicle Damage,1,HTT02181970160625,51.57100974030118,4.7293275293292565
20140125420,2014,Vehicle Damage,2,WVK0226204169,51.60948143835721,4.787964628453599
20140125437,2014,Vehicle Damage,2,WVK0225199215,51.58639339800299,4.780423317014933
20140125439,2014,Vehicle Damage,2,WVK0228202042,51.5969801241926,4.798491071249627
20140125441,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140130334,2014,Wounded,2,WVK0218198095,51.57919175731501,4.7279080827137605
20140130336,2014,Vehicle Damage,2,JTE0224201157,51.592469140610504,4.769957001200252
20140130342,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140130343,2014,Vehicle Damage,1,WVK0226201071,51.592457700405035,4.781622673628598
20140130344,2014,Vehicle Damage,2,HTT02142110090577,51.612831069553636,4.715357173148899
20140130349,2014,Vehicle Damage,2,HTT02211860100608,51.52827421540061,4.772358905033619
20140134442,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140134443,2014,Wounded,4,JTE0228199149,51.5842062254613,4.801918871292765
20140134446,2014,Vehicle Damage,1,WVK0227196024,51.57296189251364,4.793230675334598
20140134457,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140134459,2014,Vehicle Damage,1,WVK0224202081,51.599603321874255,4.771068579373969
20140123643,2014,Vehicle Damage,2,WVK0223195007,51.568957983025626,4.765199414911673
20140123661,2014,Vehicle Damage,2,WVK0219198074,51.57963811830418,4.731191327279936
20140130353,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140134461,2014,Wounded,1,WVK0229193008,51.5570488010805,4.805129980452264
20140134464,2014,Vehicle Damage,2,WVK0219194004,51.56369585300241,4.732871196793801
20140134474,2014,Vehicle Damage,3,JTE0223195056,51.5689602071049,4.764808266921026
20140136242,2014,Vehicle Damage,1,WVK0219194004,51.56369585300241,4.732871196793801
20140136256,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140136267,2014,Vehicle Damage,1,WVK0224199136,51.58679893618106,4.7691438767010705
20140138084,2014,Vehicle Damage,3,HTT02172040550588,51.603598185950304,4.720966068898706
20140138088,2014,Vehicle Damage,3,WVK0226199005,51.5852832833431,4.78510546025069
20140138093,2014,Vehicle Damage,2,WVK0231203013,51.60317858290271,4.819060533800634
20140138094,2014,Vehicle Damage,1,WVK0228199073,51.586149772283854,4.796523370086589
20140138099,2014,Vehicle Damage,2,WVK0221202005,51.600120195490476,4.748510034087682
20140138675,2014,Vehicle Damage,2,HTT02171980200712,51.58400199249461,4.723327857105709
20140139936,2014,Wounded,2,WVK0225203058,51.601387315824766,4.7784851620168425
20140139942,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140139949,2014,Vehicle Damage,1,JTE0218204243,51.60586135291237,4.723311807684668
20140140819,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140140823,2014,Vehicle Damage,2,WVK0226203094,51.601453278107236,4.7880703025397455
20140140827,2014,Vehicle Damage,2,WVK0221202005,51.600120195490476,4.748510034087682
20140140833,2014,Vehicle Damage,2,WVK0223195007,51.568957983025626,4.765199414911673
20140140839,2014,Vehicle Damage,2,JTE0219198141,51.58255512584556,4.733548653333899
20140123668,2014,Vehicle Damage,2,JTE0218206180,51.61719768245447,4.729405740983736
20140123673,2014,Vehicle Damage,1,HTT02201860110626,51.52576393743608,4.746843839872493
20140123678,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140127350,2014,Vehicle Damage,1,HTT02311920100011,51.55040794366837,4.832063222497073
20140133948,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140133951,2014,Vehicle Damage,1,HTT02171980200714,51.58251321975487,4.721690185098881
20140133964,2014,Vehicle Damage,2,WVK0223199112,51.58571308484127,4.763168039859196
20140138106,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140138108,2014,Vehicle Damage,1,WVK0227204136,51.60915545753283,4.790882534429104
20140138112,2014,Vehicle Damage,1,WVK0221201039,51.59338957085522,4.749420684582779
20140138115,2014,Vehicle Damage,1,HTT02201860110624,51.526121688098996,4.749663375797812
20140139956,2014,Vehicle Damage,1,JTE0223195056,51.5689602071049,4.764808266921026
20140139957,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140139961,2014,Vehicle Damage,3,WVK0232198007,51.581997699008,4.826445509598561
20140120071,2014,Vehicle Damage,2,HTT02201810050679,51.524667196066275,4.7446414991645876
20140120073,2014,Vehicle Damage,2,HTT02142110090566,51.62191337119723,4.709057138620822
20140120086,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140123093,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140123094,2014,Wounded,2,HTT02311980350053,51.58377303410574,4.824032397762139
20140123095,2014,Wounded,4,JTE0223195056,51.5689602071049,4.764808266921026
20140123100,2014,Vehicle Damage,2,WVK0228202075,51.599846636951476,4.797998752242074
20140123101,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140123102,2014,Vehicle Damage,2,WVK0226200087,51.588237944611265,4.787860133164421
20140123103,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140123114,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140123115,2014,Vehicle Damage,2,HTT02201860110626,51.52576393743608,4.746843839872493
20140123116,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140124943,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140124944,2014,Vehicle Damage,2,WVK0221202054,51.596167212390526,4.750331329008391
20140124948,2014,Vehicle Damage,3,WVK0219194004,51.56369585300241,4.732871196793801
20140126759,2014,Vehicle Damage,3,WVK0227203065,51.60104745493824,4.793206818890248
20140126765,2014,Vehicle Damage,2,JTE0230202037,51.600160608028816,4.812884911344551
20140126775,2014,Vehicle Damage,2,JTE0223195056,51.5689602071049,4.764808266921026
20140128590,2014,Vehicle Damage,1,WVK0226203094,51.601453278107236,4.7880703025397455
20140128594,2014,Wounded,2,JTE0223195056,51.5689602071049,4.764808266921026
20140128598,2014,Vehicle Damage,2,WVK0219198074,51.57963811830418,4.731191327279936
20140128599,2014,Vehicle Damage,4,WVK0221202005,51.600120195490476,4.748510034087682
20140128604,2014,Vehicle Damage,1,WVK0223195007,51.568957983025626,4.765199414911673
20140128608,2014,Vehicle Damage,2,WVK0224202069,51.598166855478595,4.7694335582630325
20140128615,2014,Wounded,2,JTE0226200063,51.590528525266606,4.782645854219773
20140062976,2014,Vehicle Damage,2,WVK0225203058,51.601387315824766,4.7784851620168425
20140062982,2014,Wounded,2,JTE0225199139,51.58346603671735,4.778426019516662
20140062985,2014,Vehicle Damage,5,WVK0218195006,51.56324724852677,4.73276394223303
20140063003,2014,Vehicle Damage,2,WVK0217203092,51.60490072005838,4.718325997201343
20140059387,2014,Wounded,2,HTT02181970170625,51.570896288669935,4.729050606792706
20140046586,2014,Wounded,2,WVK0226201096,51.59262267747202,4.784367829032502
20140046658,2014,Wounded,3,JTE0220197075,51.57385349481557,4.7440412385186415
20140062957,2014,Fatal,2,JTE0224200308,51.58839574772978,4.771238770771708
20140046674,2014,Wounded,2,JTE0226200177,51.587488398701616,4.784484802647853
20140023034,2014,Wounded,2,WVK0219196016,51.57156362656884,4.736537263886904
20140045591,2014,Wounded,2,JTE0230201136,51.59415992969285,4.81710087747958
20140045663,2014,Wounded,3,WVK0218192020,51.55434861263699,4.730976606318736
20130068052,2013,Vehicle Damage,2,JTE0228204146,51.607132622127196,4.80145773800862
20130068140,2013,Vehicle Damage,2,JTE0223199071,51.5846294814158,4.761036892776165
20130068239,2013,Vehicle Damage,3,WVK0228189032,51.541235858073634,4.7981261885469975
20130068300,2013,Vehicle Damage,2,JTE0217202026,51.598028935798936,4.7198848608534885
20130068458,2013,Wounded,2,JTE0221201047,51.59232345398582,4.745801402897596
20130068503,2013,Wounded,2,WVK0227203127,51.60213571151218,4.795651928156159
20130057337,2013,Fatal,2,JTE0221207266,51.621834170153186,4.746342144736725
20130057927,2013,Wounded,2,JTE0221201049,51.596144208229354,4.750378875142516
20130058014,2013,Wounded,2,JTE0228204126,51.607553561259685,4.796593788828254
20130070072,2013,Fatal,2,JTE0227196143,51.57054386764614,4.792552845966761
20140049250,2014,Fatal,2,JTE0227192043,51.554154849198206,4.79509876518728
20130077557,2013,Fatal,3,JTE0220200043,51.590508168642515,4.740647103397863
20140063232,2014,Vehicle Damage,1,WVK0232200031,51.59260882900406,4.829358094544234
20140063234,2014,Vehicle Damage,1,WVK0221205073,51.610709352804705,4.750671637193295
20140063245,2014,Vehicle Damage,2,WVK0224203035,51.60184282802843,4.770344276153826
20140063246,2014,Vehicle Damage,3,WVK0219194004,51.56369585300241,4.732871196793801
20140032029,2014,Wounded,2,HTT02172020860599,51.59391110992445,4.723726424358871
20140063209,2014,Vehicle Damage,1,WVK0232200031,51.59260882900406,4.829358094544234
20140063210,2014,Vehicle Damage,2,HTT02271880140591,51.53541726147724,4.794063721728675
20140063211,2014,Vehicle Damage,2,WVK0226203094,51.601453278107236,4.7880703025397455
20140063221,2014,Wounded,1,WVK0225200126,51.589481989358845,4.78005035234382
20140063222,2014,Vehicle Damage,2,WVK0221202054,51.596167212390526,4.750331329008391
20140045700,2014,Vehicle Damage,2,JTE0228199113,51.586149435018996,4.796422787872209
20130057783,2013,Wounded,2,JTE0218198203,51.57912261255293,4.727800811304886
20140063177,2014,Vehicle Damage,3,HTT02181970160619,51.5762159440222,4.726992952930987
20140063184,2014,Vehicle Damage,2,HTT02311920070027,51.560622811376085,4.820631575590764
20130080836,2013,Vehicle Damage,3,JTE0223195056,51.5689602071049,4.764808266921026
20130080852,2013,Vehicle Damage,3,JTE0223195056,51.5689602071049,4.764808266921026
20130080908,2013,Vehicle Damage,2,WVK0222203010,51.60102503347921,4.753920769720796
20130100681,2013,Wounded,2,JTE0225199098,51.58637009122796,4.777680285441313
20130100729,2013,Wounded,2,JTE0224197204,51.57693525145579,4.770155210162875
20130100809,2013,Wounded,2,JTE0220195121,51.56701041011306,4.742992538452711
